,2017q1fphdsl,2017q1jxje,2017q1jxsl,2017q1kpje,2017q1kps,2017q1kpse,2017q1kpsl,2017q1rkse,2017q2fphdsl,2017q2jxje,2017q2jxsl,2017q2kpje,2017q2kps,2017q2kpse,2017q2kpsl,2017q2rkse,2017q3fphdsl,2017q3jxje,2017q3jxsl,2017q3kpje,2017q3kps,2017q3kpse,2017q3kpsl,2017q3rkse,2017q4fphdsl,2017q4jxje,2017q4jxsl,2017q4kpje,2017q4kps,2017q4kpse,2017q4kpsl,2017q4rkse,2018q1fphdsl,2018q1jxje,2018q1jxsl,2018q1kpje,2018q1kps,2018q1kpse,2018q1kpsl,2018q1rkse,2018q2fphdsl,2018q2jxje,2018q2jxsl,2018q2kpje,2018q2kps,2018q2kpse,2018q2kpsl,2018q2rkse,2018q3fphdsl,2018q3jxje,2018q3jxsl,2018q3kpje,2018q3kps,2018q3kpse,2018q3kpsl,2018q3rkse,2018q4fphdsl,2018q4jxje,2018q4jxsl,2018q4kpje,2018q4kps,2018q4kpse,2018q4kpsl,2018q4rkse,2019q1fphdsl,2019q1jxje,2019q1jxsl,2019q1kpje,2019q1kps,2019q1kpse,2019q1kpsl,2019q1rkse,2019q2fphdsl,2019q2jxje,2019q2jxsl,2019q2kpje,2019q2kps,2019q2kpse,2019q2kpsl,2019q2rkse,2019q3fphdsl,2019q3jxje,2019q3jxsl,2019q3kpje,2019q3kps,2019q3kpse,2019q3kpsl,2019q3rkse,2019q4fphdsl,2019q4jxje,2019q4jxsl,2019q4kpje,2019q4kps,2019q4kpse,2019q4kpsl,2019q4rkse,bsrxm,bsrxmmp,cyrs,djrq,fdbrxmp,fddbrxm,hy,hydl,hyml,hyzl,jyfw,nsrmc,scjydz,xzjd,zcdz,zczb,zjnsrsbh,yc
913,0,0,0,0,0,0,0,0,10,513028.79,0.11,644154.61,7,70857.01,0.11,14423.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c7a167d9ba19b3cf0e6ccc2905103eb,3f29d54e00e6d99bd609a1bca11fba81,5,2018/7/19,bb8c67d8559e537f815c051dc9527cc6,5aacd49f5aaed1413b7f6395c932309e,资本投资服务,资本市场服务,金融业,资本投资服务,为企业和个人提供经济担保和风险投资、财务咨询服务。,e4f084b9db18fea75d934396643c8e78,65f54459e073fdceb720d5473c28b072,829b9700d7927fafe3495b38742a43e6,65f54459e073fdceb720d5473c28b072,10000000,f8eb85c561dafe5fbaf9b45b490a5e05,0
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,115614121,0.06,5559229.3,56,166776.88,0.03,155.25,64,416948384.3,0.017,3710189.16,38,408120.81,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2016/8/20,a3d2de7675556553a5f08e4c88d2c228,a895e0f9e0d026c27dcad1831f54bf34,其他群众团体,群众团体、社会团体和其他成员组织,公共管理、社会保障和社会组织,群众团体,,904f12b75b04a3a3bf08770d00383cc7,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,4126c9eb5bbc81f697694f2c637e0338,1
915,114,591471235.9,0.017,7926143.57,80,871875.79,0.11,0,0,0,0,0,0,0,0,0,51,139216691.1,0.06,4724014.64,48,141720.44,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8eb40da2413e356bbae2241969147393,2b5e7c5e81c753b5f27e126625b31995,5,2017/1/21,5a2c1c6773e05c89f403d57002ddefd9,e6816c86b3894b21710766ae064f0b0c,建筑装饰业,建筑装饰和其他建筑业,建筑业,建筑装饰业,钢结构工程补强、维修及安装；高强钢丝、钢绞线、缆索、锚杆、锚具安装。（以上经营范围涉及资质的凭资质证经营）,f17b6e829bcff873061e979a2c5d6ceb,d80f2567c47396f47bd3ac1d5c1bddf3,fcca4d2c68f01f82032e2bedbf182e57,d80f2567c47396f47bd3ac1d5c1bddf3,5000000,eba478aeab20c7f9eafaa1107ca75d20,1
916,0,0,0,0,0,0,0,0,77,4185435.73,0.03,4868986.57,49,535588.52,0.11,535588.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28466593032a662532ba331367e53c7c,7229ce2b5f0496940a7fbfc0979fcf05,2,2017/8/25,f34ed237308f7c26664ec2967af7e601,13c2cf3ecd222af7e485c012223a3553,资本投资服务,资本市场服务,金融业,资本投资服务,企业投资（涉及前置许可的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,7942d9657b2030b2dd55ce245d836a9b,6c72670d5f0d742af26848b24e0bf410,2334b8c9001ed04fd11e8e74110af0ce,6c72670d5f0d742af26848b24e0bf410,0,db91fcd1e98a2370ebec7cef965b3bc4,0
917,0,0,0,0,0,0,0,0,34,81611983.32,0.06,3294614.13,33,197676.85,0.06,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83753312.23,0.11,7101521.82,72,120725.87,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34346f43813df95cecfa79bb1780c722,ba59d6dd5808228eae20c7c3b4e9baf9,5,2016/7/12,ba59d6dd5808228eae20c7c3b4e9baf9,e5dbf66d2bfc046f4bd2701e939c15a6,金属及金属矿批发,批发业,批发和零售业,矿产品、建材及化工产品批发,生铁、钢铁、金属材料销售。,1ffeaac639cb5573eeebbdf07782ab29,5e2054915643130fa2003f2ca096e045,829b9700d7927fafe3495b38742a43e6,5e2054915643130fa2003f2ca096e045,850000,be12ae517a7131a2cedae9b3e0666621,1
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,996962.48,0.11,1827896.34,19,54836.89,0.03,0,122,5165001.28,0.06,6972357.13,70,209170.71,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1059027.14,0.03,2013724.08,21,120823.44,0.06,120823.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3577770f833c5d883be47d1fbf1c66d5,3a5cbb3f9a5020fb701b54aacfdbe9ae,4,2017/1/23,c375485b2e1fcb7a198411f1ad253700,7d788d8a6b40e2f7cf00422f0d7bd57a,其他未列明商务服务业,商务服务业,租赁和商务服务业,其他商务服务业,为总公司开展经营活动提供业务接洽。,e548a69a32539ae72bf20fa071cecf30,45188eb5a63b71ed9850d41bdd7cabc8,829b9700d7927fafe3495b38742a43e6,ea0ac21bca1a4d3329451ea38eebf82d,500000,86e4d4fcef4e9421e9267d3a21274c60,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80896328.13,0.11,5426220.87,55,596884.3,0.11,85.1,145,100663659.9,0.11,7928872.45,80,134790.83,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610d50b0068b77bce4d9b263efd974c,d9d9e9821266ac89f4026008be421914,3,2018/2/28,24e56806ecea07cc6aba3460f4bb1d44,38ca736cbd53d3fb12446ddd0b6c42a9,药品零售,零售业,批发和零售业,医药及医疗器材专门零售,处方药、非处方药、中成药、化学药制剂、抗生素、生化药品、生物制品零售（药品经营许可证有效期至2015年12月20日）。,bff6c7c48a21a329af07d2f3ecaf886a,e88513399702248222d89d06197bd022,829b9700d7927fafe3495b38742a43e6,e88513399702248222d89d06197bd022,50000,d715aa9fe82b4f888cfc1afb99ecdb3a,1
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,224020.87,0.06,373571.33,4,41092.85,0.11,27651.59,29,2433795.52,0.03,2718001.51,28,46206.03,0.017,46206.03,0,0,0,0,0,0,0,0,76,4761789.46,0.06,6062854.04,61,181885.62,0.03,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,450814ac183a0a57b3009d9f098ff9de,b9419c78b8b8973cafec58a31b60854a,3,2017/6/30,64554c32af7597d407e3b9151e6eadac,984c33eb17e3c056c5a681196bd45fed,五金产品批发,批发业,批发和零售业,机械设备、五金产品及电子产品批发,汽车配件、工艺品（除文物）、电子元器件、电线电缆、音响设备、计算机软硬件、办公设备、摄影摄像器材、饰品、化妆品、保健用品及日用百货销售（含网上销售）；计算机领域内的技术开发、技术咨询与技术转让，市场营销策划，商务信息咨询，图文设计，网页设计制作，企业形象策划，代订酒店、票务代理，会务服务（以上经营范围涉及前置许可的除外）；电子产品、通讯设备及周边产品的研发与销售，自营或代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0b3ab19c1c690bcb8ba03871777d2b75,2b42bb9e1491cda59788a6d0e9a3bb8f,829b9700d7927fafe3495b38742a43e6,2b42bb9e1491cda59788a6d0e9a3bb8f,5000000,e3ddddbe6058a69f3420d882648537e9,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7252003.36,0.11,9243036.15,93,277291.08,0.03,0,0,0,0,0,0,0,0,0,61,2676436.2,0.017,5325307.01,54,319518.42,0.06,274019.01,89,4745249.95,0.03,6183213.94,62,105114.64,0.017,105114.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9cfe9f12c8401ff1ce647140281a25b6,7259872954191f0f7fa00383594052cf,5,2017/8/30,7259872954191f0f7fa00383594052cf,0ffdb4866a0baf2c3948d18738a6aaab,百货零售,零售业,批发和零售业,综合零售,日用百货、服装鞋帽、针纺织品、家用电器、办公用品、工艺礼品、电子产品、妇婴用品、五金、建材、箱包、皮具、童车、玩具、家具、计算机及耗材、预包装食品销售（许可证有效期至2013年12月8日止）、摄影服务、家政服务、教育信息咨询、信息咨询、文化信息服务、市场营销策划,d91e4c6467d66ac8954661b860b54580,2dca4b68eea64f9451824c4905ad9218,829b9700d7927fafe3495b38742a43e6,2dca4b68eea64f9451824c4905ad9218,100000,ac80d784922066023664739c09dc9631,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2777651.52,0.06,3464037.53,35,381044.13,0.11,214385.04,0,0,0,0,0,0,0,0,98,6785498.72,0.017,7540648.14,76,452438.89,0.06,337085.41,0,0,0,0,0,0,0,0,107,6571013.47,0.11,9000753.98,91,990082.94,0.11,267271.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c973636d46b0152b11dda8c6653f9814,cdc0fe2010fa9e0d1def61165d1ad0fb,5,2016/11/18,156c3314459e53a431f4bf6748a24658,8d290b8b51a34d48764f21ab153d00f9,服装批发,批发业,批发和零售业,纺织、服装及家庭用品批发,服装、鞋帽、百货零售、批发。,2a1995579af73fa8d718b4ac6346460c,40ca2e3d41f370ef33ea2f5caaf6d6cf,829b9700d7927fafe3495b38742a43e6,93efc0eb48ddd89d683102b49a4b1fcb,500000,bd37b58408f4cb3975e56d03415198af,0
923,177,167459187.1,0.06,8844015.35,89,530640.92,0.06,7.42,123,575847288.3,0.017,6968075.9,70,418084.55,0.06,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ff9ae0c41c527c7aa5c23e0e82ff037,e8dfca8455ed686dc311029b943b0762,6,2018/6/21,df467d4c47f148ea9419c4c416aad2ec,7dd6a580aa4022e289d3bd83a33cee62,机织服装制造,纺织服装、服饰业,制造业,机织服装制造,服装、服装面料及辅料的加工、销售。,385817e71e96f135f25362cdb05a501f,c8730862f2295e71bfa8af6250daaa55,6b2d18dceb52f43442b069994a188eb4,c8730862f2295e71bfa8af6250daaa55,500000,a1944b56029c7195e3d5e11e0fa38248,1
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,201783038.2,0.06,8863991.69,89,265919.75,0.03,289.29,65,58568163.84,0.11,5670517.62,57,623756.94,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/5/24,a3d2de7675556553a5f08e4c88d2c228,a895e0f9e0d026c27dcad1831f54bf34,其他群众团体,群众团体、社会团体和其他成员组织,公共管理、社会保障和社会组织,群众团体,,a4dd67c9e764a2af04acbb707cbd9069,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,90550f81cb0f59a2ba2bebb386dd4d0a,1
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,146810322.6,0.06,8391416.74,84,251742.5,0.03,0,149,233209347.2,0.06,8733280.17,88,261998.41,0.03,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b3d834a214c2c131afcdfd9a799ef0e,2eb80f9b572aca46883454d6b713ff56,6,2017/10/4,168649634e59403ae7ee103395358553,cd3ace95094326be80076f4b727b14c7,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,产业园内水、电、气、管网基础设施及配套设施、市政公共基础设施、文化教育卫生设施建设；征地拆迁、土地整治整理及开发；水利、旅游设施项目的投资、建设运营和管理；工业厂房、安置房及保障性住房、物流园区项目建设及运营；受托进行国有资产和产权的经营管理、收益管理、监督管理、房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4303ff2dab4a2d02c4db19e01499ee53,ff917edcf1f1a96588ba953f02edc704,20154b7e8c5935634a0c8d070d4c64e7,bc3e3621db22ee28e1ad2b184cd5e0e8,100000000,c827a618a8a2fe3acd302763dc0d4b4a,1
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5254758.44,0.03,7880314.66,79,472818.88,0.06,472818.88,50,3186818.45,0.03,3940103.76,40,66981.76,0.017,66981.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,6400469.93,0.03,6677596.63,67,734535.63,0.11,734535.63,,,,,,,,,,,,,,,,,b6a4767c8560b843df056dac504159ee,dff9ec50f6707fa94f2af6448bfb257d,4,2017/5/1,2ff45f40dbd4b8ab017d39ae340789ae,b6a4767c8560b843df056dac504159ee,建筑装饰业,建筑装饰和其他建筑业,建筑业,建筑装饰业,室内外装饰、装修工程设计、施工（凭资质证经营），园林绿化景观设计，广告设计、制作、发布、代理，企业营销策划，企业形象设计，企业经营管理咨询，LED设备安装维护，展会展览服务，五金机电、机电、水暖洁具、家具、工艺品（除文物）销售。,9dfafad8a812c302b2f350faa8ad2e13,dd16d92cf9f65573b75e0d524486cb95,829b9700d7927fafe3495b38742a43e6,9d56262e5fac44848767403ac1d42ace,1000000,feee8ac59d5f025bcc7123c5a9bafd56,0
927,85,142897842.7,0.06,6747255.8,68,404835.35,0.06,0,143,749878002.4,0.017,9471525.48,95,161015.93,0.017,309.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2016/11/25,a3d2de7675556553a5f08e4c88d2c228,a895e0f9e0d026c27dcad1831f54bf34,其他群众团体,群众团体、社会团体和其他成员组织,公共管理、社会保障和社会组织,群众团体,,9d56d781f85fb3ccdb1be4742a1eca05,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,653180bb5e9c8ae4c324b090faa70ad8,1
928,146,83238058.69,0.11,7723843.52,78,849622.79,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48772183.37,0.11,3507559.88,36,385831.59,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fe3d1a777c13366406cdddc50ce72f6b,38bb6d4e358744cc97d0e380de0130ea,22,2016/8/22,b2254f467d0cca5d7254e33de6373e1c,bb83018c34a57e76036b0a105aef0bb2,律师及相关法律服务,商务服务业,租赁和商务服务业,法律服务,法律服务,0b2524c60a1ba8a7036a52aca8997acb,2749e871201bb79c11054232dde1eeda,829b9700d7927fafe3495b38742a43e6,2749e871201bb79c11054232dde1eeda,100000,3eaed6527821553fa0d2a6f8ea928843,1
929,35,2587972.73,0.11,3125848.46,32,343843.33,0.11,59166.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b78641a5c49a8a621c464825abf0f4a2,15ac19048f83b275b3d2f51d727abc9c,3,2018/6/7,55693fa448f6fc12ea2aa9e0e3e8627c,629d69fe561657f39bf3c6134000b588,其他未列明建筑业,建筑装饰和其他建筑业,建筑业,其他未列明建筑业,岩土工程、土石方工程，各类基础工程、水电安装工程施工（凭资质证经营），地质勘探、工程测量，建筑材料销售，机械设备租赁、安装（除特种设备）。（依法须经批准的项目，经相关部门批准后方可开展经营活动） ***,33496f150201809ed9e4e2c11fe80bf4,2ca2e37f1079d35640c70658649b0fc9,fcca4d2c68f01f82032e2bedbf182e57,2ca2e37f1079d35640c70658649b0fc9,500000,78c766606c81b87fa39c3898c503d9fa,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4594426.74,0.11,7959083.16,80,135304.41,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/8/25,a3d2de7675556553a5f08e4c88d2c228,5eb92c1a8ac22de9c68432189ea12ad5,房屋建筑业,房屋建筑业,建筑业,房屋建筑业,,06399e21c9b11ff79f943d6d37b74d49,a3d2de7675556553a5f08e4c88d2c228,fcca4d2c68f01f82032e2bedbf182e57,a3d2de7675556553a5f08e4c88d2c228,,699171add6f93ad31f6c5dc1bdc8db42,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e76a010d0a0f191fce8519a62e763db,87695b2b84346b7649c8fcb835c8c665,3,2018/5/31,97dfad8d24bfbf8404e3eaea1854db88,9a69ccd9ef5673acb0d07b680a884a5f,数据处理和存储服务,软件和信息技术服务业,信息传输、软件和信息技术服务业,数据处理和存储服务,网站建设，电子技术服务，工程信息咨询，电脑图文制作，电子设备及产品，计算机软硬件开发及应用，办公用品、通讯设备、安防设备销售。,5e3ca0072122054b18f59f9db2ee2534,844d7e39ff0bb2662a62c1a764d27deb,829b9700d7927fafe3495b38742a43e6,1bba56745f8f817fc86eee119232b7cf,100000,a8dc528e18943906590f6cc5c731e461,0
932,0,0,0,0,0,0,0,0,8,610802.01,0.03,670946.04,7,40256.76,0.06,40256.76,0,0,0,0,0,0,0,0,58,2674350.8,0.03,3174463.57,32,349190.99,0.11,349190.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,5538248.56,0.06,9360930.05,94,280827.9,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31e730be674cddc8c31030e87818d50b,9f180db7aa35c419278b564553025c22,2,2016/8/6,3be58ddfc1390628baa7281ae0770f9a,d6fce818c0bcf4dcc1238286964227a0,服装零售,零售业,批发和零售业,纺织、服装及日用品专门零售,投资管理，投资咨询（证券、期货咨询除外），软件开发，在软件和信息技术领域内接受金融机构委托从事金融信息技术外包、金融业务流程外包、金融知识流程外包，计算机信息系统集成，市场调查咨询，财务咨询，计算机及辅助设备、POS机、智能化设备安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,47ea1c15ebacb3afbd73ac147b52aedc,d17bc6c15b4585b5375f1c2a832c0766,829b9700d7927fafe3495b38742a43e6,d17bc6c15b4585b5375f1c2a832c0766,1000000,dc26d98de1a64c144991e44a2c37f47e,0
933,99,7657690.2,0.03,8164957.7,82,138804.28,0.017,138804.28,0,0,0,0,0,0,0,0,41,2586569.73,0.11,3482109.7,35,383032.07,0.11,98509.4,0,0,0,0,0,0,0,0,43,1234260.26,0.06,2432150.82,25,267536.59,0.11,193480.97,106,3772741.38,0.11,6343053.49,64,380583.21,0.06,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2018/2/28,a3d2de7675556553a5f08e4c88d2c228,d0823b2e955ac0119a10bc077bdaf912,通信设备零售,零售业,批发和零售业,家用电器及电子产品专门零售,汽车、船舶专用卫星定位系统、监控系统零售，安装服务。,3bd73451fbb1408c49c72e763c6736c2,6854ac03bac66de781621882245d3243,829b9700d7927fafe3495b38742a43e6,6854ac03bac66de781621882245d3243,,7bae3a6f5fdaeca485ddf73b8f8b002c,0
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,737489287.7,0.017,9022672.47,91,153385.43,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11aa74641300b975c0f9123c1277f72b,d3ede8e960a23a2b5636f99b23db360c,6,2018/5/21,24bea3d176c4d5b54323eb14c79204a9,30468b6e8bf6d7c81adefff7695c5088,建筑物拆除活动,建筑装饰和其他建筑业,建筑业,工程准备活动,委托拆迁,1ac55e6f4417e16129b4d17e64818436,59a4fb9daef22bb39b5c970d489e840b,5b82f2cd2fd11ecd34016dfefe15f4d4,59a4fb9daef22bb39b5c970d489e840b,500000,168133c4a5b8c3ab244e2f9deb83fd0a,1
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,6918443.9,0.11,9842769.27,99,1082704.62,0.11,321675.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623c06e51dfec5735e832d08d77407a3,07c52d24ed30bd142d9127b3018ec713,1,2018/7/31,83df0177f75b06cc36f21aecfc6b9de2,0674e1d593ed8490ce47edc73e82a138,化妆品及卫生用品批发,批发业,批发和零售业,纺织、服装及家庭用品批发,美容美发用品、日用百货销售，商务信息咨询服务。,237dcaf6d1c3d6348760ed529b222ab0,d10ac561b6ed7411ac582fa73bac53d9,829b9700d7927fafe3495b38742a43e6,d10ac561b6ed7411ac582fa73bac53d9,20000,542c2ff9b7ce587af8fabd2b375f97c4,0
936,173,110042756.4,0.11,9101104.17,92,273033.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,115895921.2,0.11,8012010.65,81,240360.32,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3d2de7675556553a5f08e4c88d2c228,a3d2de7675556553a5f08e4c88d2c228,,2017/12/29,a3d2de7675556553a5f08e4c88d2c228,795f46b797da6d7f3c32d79185e02ed5,其他建筑安装业,建筑安装业,建筑业,其他建筑安装业,,dffeec469d56ea7227dde33d28022c96,a3d2de7675556553a5f08e4c88d2c228,a83cfe33ff412c2e1efc9ceccda00611,a3d2de7675556553a5f08e4c88d2c228,,7c7c6d1d046e2a85868c0db973abcde5,1
937,0,0,0,0,0,0,0,0,187,300039702,0.06,9625730.63,97,163637.42,0.017,379.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,276061343,0.06,9997531.31,100,1099728.44,0.11,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a0e689b9e7c53035bc8bc3e4b7ae8691,dfd2274df72e3a10d37b63dc931de651,2,2016/8/5,f5cd6d540b2c5e5b375c174ad4fd5f10,3fd9c8f4d46dd6e1e9a6a978981237b0,广告业,商务服务业,租赁和商务服务业,广告业,设计、制作、发布招牌、路牌、灯箱、布展广告，建材及装饰材料销售,7bcc87a3864ab926ede0c70fb49e7cf3,3e3ce0147e3332577ed66e3b3efbce34,c6030ef51faf563882a4bf0b577ee8f4,3e3ce0147e3332577ed66e3b3efbce34,600000,4153a76fdc17ba003cb15c36460f4b9e,1
