主键:纳税人识别号,纳税人名称,行业门类,行业大类,行业中类,行业,注册地址,生产经营地址,法定代表人姓名,登记开业日期,街道乡镇,经营范围,注册资本（元）,从业人数,法人手机号,财务人员姓名,财务人员手机号,2017Q1发票核定数量,2017Q1开票数,2017Q1开票金额,2017Q1开票税率,2017Q1开票税额,2017Q1入库税额,2017Q1进项金额,2017Q1进项税率,2017Q2发票核定数量,2017Q2开票数,2017Q2开票金额,2017Q2开票税率,2017Q2开票税额,2017Q2入库税额,2017Q2进项金额,2017Q2进项税率,2017Q3发票核定数量,2017Q3开票数,2017Q3开票金额,2017Q3开票税率,2017Q3开票税额,2017Q3入库税额,2017Q3进项金额,2017Q3进项税率,2017Q4发票核定数量,2017Q4开票数,2017Q4开票金额,2017Q4开票税率,2017Q4开票税额,2017Q4入库税额,2017Q4进项金额,2017Q4进项税率,2018Q1发票核定数量,2018Q1开票数,2018Q1开票金额,2018Q1开票税率,2018Q1开票税额,2018Q1入库税额,2018Q1进项金额,2018Q1进项税率,2018Q2发票核定数量,2018Q2开票数,2018Q2开票金额,2018Q2开票税率,2018Q2开票税额,2018Q2入库税额,2018Q2进项金额,2018Q2进项税率,2018Q3发票核定数量,2018Q3开票数,2018Q3开票金额,2018Q3开票税率,2018Q3开票税额,2018Q3入库税额,2018Q3进项金额,2018Q3进项税率,2018Q4发票核定数量,2018Q4开票数,2018Q4开票金额,2018Q4开票税率,2018Q4开票税额,2018Q4入库税额,2018Q4进项金额,2018Q4进项税率,2019Q1发票核定数量,2019Q1开票数,2019Q1开票金额,2019Q1开票税率,2019Q1开票税额,2019Q1入库税额,2019Q1进项金额,2019Q1进项税率,2019Q2发票核定数量,2019Q2开票数,2019Q2开票金额,2019Q2开票税率,2019Q2开票税额,2019Q2入库税额,2019Q2进项金额,2019Q2进项税率,2019Q3发票核定数量,2019Q3开票数,2019Q3开票金额,2019Q3开票税率,2019Q3开票税额,2019Q3入库税额,2019Q3进项金额,2019Q3进项税率,2019Q4发票核定数量,2019Q4开票数,2019Q4开票金额,2019Q4开票税率,2019Q4开票税额,2019Q4入库税额,2019Q4进项金额,2019Q4进项税率,异常
08e6bea8e90ba87af3c9554d94db6579,芜湖市兰金电子贸有限公司,批发和零售业,批发业,纺织、服装及家庭用品批发,服装批发,芜湖市镜湖区海润商苑1号楼33,芜湖市镜湖区海润商苑1号楼33,潘少兵,2017/10/10 0:00,芜湖市镜湖区赭山公共服务中心,家电、服装鞋帽、五金机电、办公用品、日用百货批发，家电维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,850000,4,75bc742c592ac7e3770cb9f494077682,王红霞,4c7ef84da8d1d138dc55f7452e700519,0,0,0,0,0,0,0,0,6,4,309773.51,0.06,18586.41,0,207436.28,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cb6b10338a7fc4117a80da24b582060,芜湖市创联世纪贸易有限公司,批发和零售业,批发业,食品、饮料及烟草制品批发,糕点、糖果及糖批发,芜湖市镜湖区联盛国际商业广场1C53,芜湖市镜湖区联盛国际商业广场1C53,金正有,2018/5/6 0:00,芜湖市镜湖区汀棠公共服务中心,预包装食品、散装食品的批发、零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,100000,2,741a35c80077549e79bf0b3fcb428121,冯娜,cb7a487edbea6f6347204beff4bcc3e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,87,8635696.8,0.03,259070.9,0,4449360.8,0.17,61,33,3216527.59,0.17,546809.69,164990.63,2245994.45,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,1658344.83,0.17,281918.62,281918.62,1420677.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,100,9990187.45,0.03,299705.62,299705.62,6823123.43,0.03,0
e6384711491713d29bc63fc5eeb5ba4f,芜湖市维涛咨询有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市镜湖区融汇中江广场H#楼1504,芜湖市镜湖区融汇中江广场H#楼1504,王浩,2018/11/27 0:00,芜湖市镜湖区汀棠公共服务中心,教育信息咨询（除教育），组织境内文化艺术交流活动，展览展示（以上经营范围涉及前置许可除外），会议服务，图文设计、制作，广告设计、制作、代理、发布，室内外装饰工程施工（凭资质证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,5000000,3,503709e56400c7926997057632670919,苏志强,88abb7541a6554cad32dc0ce476851ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,6603828.55,0.06,396229.71,396229.71,3827470.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,68,6767603.01,0.11,744436.33,76781.12,6069592.81,0.11,141,90,8931154.12,0.06,535869.25,0,7505385.78,0.17,70,64,6371875.56,0.17,1083218.85,1083218.85,5506446.94,0.03,68,52,5192282.41,0.06,311536.94,0,4910518.52,0.11,0
11d0e6287202fced83f79975ec59a3a6,芜湖市恒聪百汇产权代理有限公司,租赁和商务服务业,商务服务业,知识产权服务,知识产权服务,芜湖市镜湖区名流SOHO1512,芜湖市镜湖区名流SOHO1512,李健安,2017/1/30 0:00,芜湖市镜湖区滨江公共服务中心,知识产权申报代理，专利申请代理，商标申请代理，专利技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,100000,4,615b583e9c0573cb3f1f901e75a33f76,刘龙,366a9b76ba280ca1483ec8e64e6e43b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,7194496.87,0.06,431669.81,431669.81,3749928.53,0.03,65,48,4759425.02,0.17,809102.25,377226.58,2540445.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,4520825.35,0.17,768540.31,577206.92,3188889.86,0.06,0
f50a6c02a3fc5a3a5d4d9391f05f3efc,芜湖市立信电子数字影视动画有限公司,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,电影和影视节目制作,芜湖市镜湖区镜湖世纪城新都会B#办公楼1613、1614室,芜湖市镜湖区镜湖世纪城新都会B#办公楼1613、1614室,余定,2017/9/3 0:00,芜湖市镜湖区滨江公共服务中心,影视创作；演员经纪；影视投资；企业品牌推广、影视器材租赁；动画策划、制作、代理；数字媒体包装策划、制作；组织文化艺术交流活动；展览及会议服务、培训及咨询。,3000000,5,f17318c46160ec38c5048571d23f8707,张鑫,b61c3aecf1f5aa2a3786012958131635,0,0,0,0,0,0,0,0,99,52,5181618.19,0.17,880875.09,648888.16,3866448.85,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,456897.91,0.06,27413.87,10464.59,282488.13,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,46,4536906.44,0.06,272214.39,272214.39,2935300.89,0.03,0
6a81681a7af700c6385d36577ebec359,芜湖市黄石金承牌设计有限公司,租赁和商务服务业,商务服务业,广告业,广告业,芜湖市侨鸿国际商城写字楼16楼1602室,芜湖市侨鸿国际商城写字楼16楼1602室,余永忠,2018/6/25 0:00,芜湖市镜湖区滨江公共服务中心,企业品牌设计及策划，设计、制作、发布、代理国内各类广告，设计、制作各类标识、标牌，房地产销售代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,500000,5,809d8ab746a74888afb47b3c7ec15e72,朱瑜,251edf7cc5e5f1aa62b220e5676b266d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fddd7938a71db5f81fcc621673ab67b7,芜湖市商软冠联网络技术有限公司,科学研究和技术服务业,专业技术服务业,其他专业技术服务业,专业化设计服务,芜湖市镜湖区镜街99金鼎2109,芜湖市镜湖区镜街99金鼎2109,任王,2018/5/11 0:00,芜湖市镜湖区滨江公共服务中心,计算机软件设计与开发、游戏软件开发、计算机系统集成、计算机领域内的技术服务、网络工程施工、网站建设、商务信息咨询，广告设计、制作、发布，电子产品、计算机软件及硬件销售。（以上经营范围涉及前置许可的除外）,5000000,20,c541c9e34d8f9af9e5f5450586206e00,杨彬,94a885cb28ecfff630e07e011b2eb46a,46,24,2381318.92,0.11,261945.08,46377.24,1268046.13,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,5755937.13,0.03,172678.11,0,3563569.94,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,96,9599528.92,0.17,1631919.92,1156322.71,7926620.03,0.06,0,0,0,0,0,0,0,0,0
1ef91c212e30e14bf125e9374262401f,芜湖市创亿装饰有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市镜湖区锦天花苑17栋3单元301室,芜湖市镜湖区锦天花苑17栋3单元301室,徐静,2017/8/12 0:00,芜湖市镜湖区滨江公共服务中心,设计、制作、发布、代理招牌、路牌、灯箱、布展广告，室内装饰，标牌制作，企业创意策划。,500000,8,c6e99ce08164bccf4dae59791124f34e,张英,a22444b66e24d72204fd6a2bd57b2b37,18,10,955834.19,0.03,28675.03,28675.03,586051.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,68,6711980.24,0.03,201359.41,0,5497451.13,0.11,0,0,0,0,0,0,0,0,164,97,9682020.6,0.03,290460.62,0,5150472.54,0.06,120,71,7000558.37,0.06,420033.5,0,5320335.87,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,2395458.39,0.03,71863.75,0,2189257.72,0.06,49,43,4260925.43,0.06,255655.53,0,3958234.84,0.17,0,0,0,0,0,0,0,0,0
5d79099fcdf499f12b79770834c0164a,芜湖市维旺明设备安装有限公司,居民服务、修理和其他服务业,居民服务业,其他居民服务业,其他居民服务业,芜湖市镜湖区大富社区居民委员会办公楼102室,芜湖市镜湖区大富社区居民委员会办公楼102室,许峰,2017/5/11 0:00,芜湖市镜湖区汀棠公共服务中心,机电设备安装，工业管道设计、安装、维修，电器系统设计，电器安装、维修，中央空调设计、安装、维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,500000,3,f976a2206b2c79e24f70c213c62e4afb,杨桂兰,37d2cc3ca42452254e9170e0582b5c81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,51,5064609.78,0.03,151938.29,0,4549999.66,0.06,0,0,0,0,0,0,0,0,133,83,8209832.85,0.11,903081.61,148816.82,4436851.74,0.17,119,81,8079655.39,0.17,1373541.42,979989.83,6559193.13,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b618c3210e934362ac261db280128c22,芜湖市黄石金承工程有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市镜湖区镜湖世纪城新都会B#办公楼1204室,芜湖市镜湖区镜湖世纪城新都会B#办公楼1204室,万金斌,2017/1/19 0:00,芜湖市镜湖区汀棠公共服务中心,室内外装饰工程设计及施工，建材、装饰材料销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,5000000,3,954a7af34e2c155f4771165e2d4d1057,浦桂芳,6d2abb64de3a55cbf3e8e71a4c198141,0,0,0,0,0,0,0,0,92,81,8048939.14,0.11,885383.31,0,7273896.79,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,4927691.15,0.06,295661.47,0,4678933.6,0.17,0,0,0,0,0,0,0,0,27,16,1556937.45,0.03,46708.12,46708.12,1360738.91,0.03,0
7fea637fd6d02b8f0adf6f7dc36aed93,芜湖市联通时科动画有限公司,科学研究和技术服务业,专业技术服务业,其他专业技术服务业,专业化设计服务,芜湖市弋江区都宝花园52#楼2-102,芜湖市弋江区都宝花园52#楼2-102,章启晖,2018/9/1 0:00,芜湖市镜湖区滨江公共服务中心,影视动画设计与策划，广告设计、制作、代理。***,3000000,2,501c93d85297d1bb7189f4818d769e8f,程秀云,1ed66ba42a7280f0e3ad2fd3f8dfc697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,87,8626999.79,0.06,517619.99,0,5792570.15,0.11,121,75,7462362.91,0.06,447741.77,0,5281719.17,0.11,0
ae614c557843b1df326cb29c57225459,芜湖市维旺明产经纪有限责任公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,芜湖市二街198号（居之安34-8号）,芜湖市二街198号（居之安34-8号）,许飞,2018/12/9 0:00,芜湖市镜湖区滨江公共服务中心,房地产代理销售、租赁、置换、咨询。,500000,2,cbdd7e76cd84ed9ff8824e29a4f0caea,黄丽娟,5578a4f2f6ec0898ed0c36ae0bc19d93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,99,9825771.41,0.11,1080834.86,402659.21,6165233.13,0.11,9,6,556095.44,0.06,33365.73,5572.05,463227.92,0.06,0,0,0,0,0,0,0,0,31,21,2080889.72,0.11,228897.87,126294.67,1710053.36,0.06,166,93,9273316.47,0.17,1576463.8,1026822.1,4996742.71,0.11,8,7,657108.71,0.03,19713.26,19713.26,507332.11,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c4ede33a62160a19586f6e26eaefacf,芜湖市浦华众城电设备贸易有限公司,批发和零售业,批发业,机械设备、五金产品及电子产品批发,电气设备批发,芜湖市镜湖区长江路红旗园８－３－３０１,芜湖市镜湖区长江路红旗园8-3-301,许仕荣,2017/8/11 0:00,芜湖市镜湖区天门山公共服务中心,机电设备、工业电气机械设备及教学设备备品备件、日用百货、办公用品及设备、工具器具及化玻器材（除危险品）销售，工业电气机械设备及教学设备维修、保养、改造。,500000,4,575b78400a5a9347a9788713309a3d44,黄杰,c49b8dbd74971ffd0e738d344bb5ee6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,1805733.32,0.06,108344,0,1500165.18,0.17,0,0,0,0,0,0,0,0,99,89,8810631.96,0.11,969169.52,0,6841501.4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d43ab110ab2489d6b9b2caa394bf920f,芜湖市同兴万点店购书广场,批发和零售业,批发业,文化、体育用品及器材批发,图书批发,中和路阳光绿苑1－2楼门面房,中和路阳光绿苑1－2楼门面房,许斌,2018/9/15 0:00,芜湖市镜湖区滨江公共服务中心,书刊，报纸零售（按许可证事项经营），音像制品零售（有效期限至2006年11月5日）。,150000,27,f8a4972423f3fd182a1837aab4786d93,陈帆,54187d38e7ad5a54daaef6b575a173a8,16,9,812281.29,0.03,24368.44,0,576338.43,0.11,0,0,0,0,0,0,0,0,86,51,5060582.06,0.11,556664.03,260217.1,2694972.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,565006.02,0.06,33900.36,0,434083.59,0.11,18,9,874659.51,0.11,96212.55,14399.68,481252.15,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921f95baf824205e1b13f22d60357a1,芜湖市快讯车配件有限责任公司,制造业,汽车制造业,汽车零部件及配件制造,汽车零部件及配件制造,安徽省芜湖市镜湖区方村街道天城工业区,安徽省芜湖市镜湖区方村街道天城工业区,高勤中,2018/11/14 0:00,方村街道,工程塑料及制品生产、销售；汽车空调表面装饰处理。,500000,25,5435835fc41a1d531b1b354f48a1835d,王娜,da0b09f4866293eb5b21308496c58cc6,0,0,0,0,0,0,0,0,7,4,364169.26,0.11,40058.62,21912.93,302428.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,1847309.08,0.11,203204,131276.47,1198792.16,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b59a51a3c0bf9c5228fde841714f523a,芜湖市飞利信设施制造有限公司,建筑业,建筑安装业,其他建筑安装业,其他建筑安装业,芜湖市镜湖区团结西路75号,芜湖市镜湖区团结西路75号,张可燕,2017/3/23 0:00,芜湖市镜湖区天门山公共服务中心,公共设施、交通设施、园林设施、体育用品、智能电器、护栏、门窗制造、销售、安装（涉及资质的凭资质证经营）。,300000,3,be8cc3a75ece2a5da3fabc3fc9c0c799,谢丹,a8fabb3858b5d6594e42726d21b74b2e,129,94,9318343.89,0.06,559100.63,18962.27,9002306.08,0.06,116,69,6867234.89,0.03,206017.05,0,5903130.52,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,3063739.31,0.03,91912.18,0,2833551.31,0.06,106,68,6791770.01,0.17,1154600.9,556909.1,3515834.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26751be1181460baf78db8d5eb7aad39,芜湖市东方峻景饰有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市镜湖区金鼎广场北楼2-802,芜湖市镜湖区金鼎广场北楼2-802,王海亮,2018/2/11 0:00,芜湖市镜湖区滨江公共服务中心,家装设计和装修。,300000,8,02d141dbfdff51c916829c0878390833,李杰,5a04389bf8c531ed88f7dd610c816426,0,0,0,0,0,0,0,0,95,49,4812425.42,0.03,144372.76,0,3285630.49,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,871721.33,0.06,52303.28,0,667107.32,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cf21ce30208cfffaa832c6e44bb567d,芜湖市昊嘉商务有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,建材批发,芜湖市镜湖区长江中路15号（世茂滨江花园5#地块办公楼）2412室,芜湖市镜湖区长江中路15号（世茂滨江花园5#地块办公楼）2412室,陈俊,2018/11/21 0:00,芜湖市镜湖区滨江公共服务中心,网上销售家居建材、家居饰品、家用电器；商务信息咨询（涉及前置许可的除外）。,1000000,3,db2b2d257e4f7841dade08dbaca148b1,唐颖,9b54cadd017dc9a41ed571b7298f760a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,56,5532753.49,0.17,940568.09,632264.19,2802762.77,0.11,117,63,6233742.12,0.11,685711.63,685711.63,4226323.49,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,86,8588974.06,0.03,257669.22,0,5627828.68,0.06,0,0,0,0,0,0,0,0,0
673271cc47c1a4e77f57e239ed4d28a7,芜湖市精芯租赁有限公司芜湖分公司,租赁和商务服务业,租赁业,机械设备租赁,其他机械与设备租赁,芜湖市镜湖区鹰都花苑4#楼02,芜湖市镜湖区鹰都花苑4#楼02,赵海林,2017/4/24 0:00,芜湖市镜湖区滨江公共服务中心,融资租赁业务；租赁业务；向国外购买租赁财产；租赁财产的残值处理及维修；租赁交易咨询及担保。（上述经营范围涉及国家限制、禁止类项目除外，涉及专项许可的凭许可证经营，依法须经商务部、税务总局等部门批件经营的项目，凭商务部、税务总局批件经营。）,200000,5,e998b2077fc3a5b34c8f42a9b1e72ac2,唐淑珍,bc2a84cd3b44a5c6bda4240025ee6f45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fe97fff97f089661135d0487843108e,芜湖市浦华众城咨询有限公司,租赁和商务服务业,商务服务业,咨询与调查,其他专业咨询,安徽省芜湖市镜湖区名流SOHO1622,安徽省芜湖市镜湖区名流SOHO1622,徐涛,2017/3/27 0:00,芜湖市镜湖区赭山公共服务中心,商务信息咨询（涉及前置许可的除外），代理工商注册申请手续，代理商标注册，代理记帐，企业管理咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,500000,3,72d84fa7311b0047c405c1c8e35ac801,吴玉梅,66a0da9580f86c56d3d317fa9b95ce00,0,0,0,0,0,0,0,0,117,60,5998453.86,0.03,179953.62,0,4908577.2,0.06,0,0,0,0,0,0,0,0,119,71,7068009.36,0.17,1201561.59,806243.37,6588637.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,58,5774696.91,0.06,346481.81,0,3275520.21,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ef2a4be5473ab0b3cc286e67b1f59f44,芜湖市华远软件品商贸有限责任公司,批发和零售业,批发业,食品、饮料及烟草制品批发,糕点、糖果及糖批发,芜湖市镜湖区泗水园43#红园小区3幢1-101,芜湖市镜湖区泗水园43#红园小区3幢1-101,吴彬,2018/9/21 0:00,芜湖市镜湖区滨江公共服务中心,预包装食品批发兼零售（食品流通许可证有效期至2017年3月20日），烟零售（凭许可证经营），日用百货、化妆品、文化体育用品、服装、鞋帽、五金交电、建材、一二类无需办理医疗器械经营许可证的医疗器械销售，商务咨询（涉及前置许可的除外），家用电器、皮革制品销售。,100000,4,802ee25ee76a4f27ac2c064a757fd077,卜玲,089d2bc3b805df447cdea87956d26b48,0,0,0,0,0,0,0,0,30,17,1662939.09,0.06,99776.35,0,1630003.48,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,100,9960400.56,0.03,298812.02,0,7674679.46,0.17,64,34,3344675.8,0.03,100340.27,0,2631347.63,0.06,39,23,2262701.26,0.06,135762.08,0,1646330.11,0.11,40,39,3855591.65,0.03,115667.75,0,3326722.23,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01e00f2f4bfcbb7505cb641066f2859b,芜湖市东方峻景礼策划有限责任公司,科学研究和技术服务业,专业技术服务业,其他专业技术服务业,专业化设计服务,芜湖市镜湖区融汇中江广场西区206,芜湖市镜湖区融汇中江广场西区206,徐红,2018/2/15 0:00,芜湖市镜湖区滨江公共服务中心,婚礼策划，摄影摄像服务、会展服务，婚纱出租、销售，婚庆设备出租。（上述范围涉及前置许可除外）,30000,3,2b28d0d1f5d9cb545f5ca406b1a6dfc9,吴波,8c47a897609557d743805c4c87bdb021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,3153421.38,0.11,346876.35,33155.94,1845414.2,0.17,61,34,3377829.28,0.11,371561.22,259545.38,1866930.74,0.06,44,29,2861322.3,0.17,486424.79,345633.99,2346513.36,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,36,3560162.01,0.06,213609.72,0,2811600.1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15231a7ce4ba789d13b722cc5c955834,芜湖市浦华众城饰有限公司芜湖分公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市步行街中山大厦Ｄ座６楼（原中山大厦２－Ｇ０２）,芜湖市步行街中山大厦Ｄ座６楼（原中山大厦２－Ｇ０２）,魏百林,2018/6/21 0:00,芜湖市镜湖区滨江公共服务中心,装饰设计,50000,5,4d12c22798185dc0ec4a50add803fefa,方建华,a4672f48088fedeffee8093e68e09b1c,0,0,0,0,0,0,0,0,129,95,9401276.28,0.11,1034140.39,183308.78,7734832.86,0.11,0,0,0,0,0,0,0,0,127,82,8167102.58,0.03,245013.08,0,5832496.08,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9f94c77652c9a76fc8a442748cd54bd,芜湖市黄石金承印务有限公司,制造业,印刷和记录媒介复制业,印刷,包装装潢及其他印刷,芜湖市镜湖区方村工业集中区纬七路10号,芜湖市镜湖区方村工业集中区纬七路10号,赵红波,2017/3/5 0:00,芜湖市镜湖区赭麓公共服务中心,包装装潢印刷品印刷；封箱胶带、珍珠棉、塑料泡沫的生产和销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,1000000,5,8fda3e82d61d5b9497c85a5fde17da62,许淑英,d9a56d164ff1a36a93432a74979429c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,892775.69,0.03,26783.27,26783.27,606467.47,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,98,9718970.23,0.06,583138.21,29716.93,5031102.62,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
